,Faithfulness,Std_Deviation,Method
0,0.09893802,0.05,grad
1,0.24799763,0.05,grad
2,0.22922395,0.05,grad
3,0.22989695,0.05,grad
4,0.23760079,0.05,grad
5,0.16225022,0.05,grad
6,0.24808086,0.05,grad
7,0.2403313,0.05,grad
8,0.26530808,0.05,grad
9,0.18804893,0.05,grad
10,0.17675836,0.05,grad
11,0.14202939,0.05,grad
12,0.2568739,0.05,grad
13,0.11728364,0.05,grad
14,0.26913923,0.05,grad
15,0.27110752,0.05,grad
16,0.18025672,0.05,grad
17,0.21871184,0.05,grad
18,0.21938437,0.05,grad
19,0.25079033,0.05,grad
20,0.191005,0.05,grad
21,0.23125555,0.05,grad
22,0.049906805,0.05,grad
23,0.26913092,0.05,grad
24,0.29960215,0.05,grad
25,0.25685033,0.05,grad
26,0.278497,0.05,grad
27,0.23134275,0.05,grad
28,0.25502196,0.05,grad
29,0.05246217,0.05,grad
30,0.274766,0.05,grad
31,0.060433697,0.05,grad
32,0.1634915,0.05,grad
33,0.10756931,0.05,grad
34,0.20091596,0.05,grad
35,0.08265229,0.05,ig
36,0.22823513,0.05,ig
37,0.2581603,0.05,ig
38,0.23149483,0.05,ig
39,0.22767934,0.05,ig
40,0.19117853,0.05,ig
41,0.291842,0.05,ig
42,0.25699544,0.05,ig
43,0.22390984,0.05,ig
44,0.19813295,0.05,ig
45,0.19530542,0.05,ig
46,0.11020089,0.05,ig
47,0.27921337,0.05,ig
48,0.10112626,0.05,ig
49,0.2869267,0.05,ig
50,0.25267777,0.05,ig
51,0.2038829,0.05,ig
52,0.23148559,0.05,ig
53,0.25109103,0.05,ig
54,0.25366968,0.05,ig
55,0.20889978,0.05,ig
56,0.23371738,0.05,ig
57,0.055807315,0.05,ig
58,0.24738906,0.05,ig
59,0.28122368,0.05,ig
60,0.25396192,0.05,ig
61,0.2555078,0.05,ig
62,0.20305374,0.05,ig
63,0.27120623,0.05,ig
64,0.047048047,0.05,ig
65,0.23479733,0.05,ig
66,0.0609932,0.05,ig
67,0.14114842,0.05,ig
68,0.12017591,0.05,ig
69,0.21506815,0.05,ig
70,0.06662261,0.05,itg
71,0.2657665,0.05,itg
72,0.23882969,0.05,itg
73,0.21068606,0.05,itg
74,0.24472187,0.05,itg
75,0.23382151,0.05,itg
76,0.25428382,0.05,itg
77,0.21650305,0.05,itg
78,0.25200394,0.05,itg
79,0.23660131,0.05,itg
80,0.16761236,0.05,itg
81,0.128173,0.05,itg
82,0.28458259,0.05,itg
83,0.09490227,0.05,itg
84,0.2485092,0.05,itg
85,0.25806117,0.05,itg
86,0.24356313,0.05,itg
87,0.19982795,0.05,itg
88,0.21029058,0.05,itg
89,0.24450465,0.05,itg
90,0.21029247,0.05,itg
91,0.23909229,0.05,itg
92,0.05444503,0.05,itg
93,0.2621081,0.05,itg
94,0.29561055,0.05,itg
95,0.26560166,0.05,itg
96,0.24722262,0.05,itg
97,0.2278009,0.05,itg
98,0.27051505,0.05,itg
99,0.048853803,0.05,itg
100,0.2565991,0.05,itg
101,0.050793987,0.05,itg
102,0.15755999,0.05,itg
103,0.14415498,0.05,itg
104,0.22360827,0.05,itg
105,0.01464456,0.05,sg003
106,0.11004321,0.05,sg003
107,0.12869881,0.05,sg003
108,0.116387434,0.05,sg003
109,0.12500001,0.05,sg003
110,0.08134614,0.05,sg003
111,0.12489471,0.05,sg003
112,0.109723836,0.05,sg003
113,0.11984162,0.05,sg003
114,0.10607095,0.05,sg003
115,0.07671733,0.05,sg003
116,0.055746254,0.05,sg003
117,0.1269186,0.05,sg003
118,0.032474745,0.05,sg003
119,0.13785411,0.05,sg003
120,0.13489446,0.05,sg003
121,0.081992835,0.05,sg003
122,0.07450546,0.05,sg003
123,0.09552332,0.05,sg003
124,0.11060099,0.05,sg003
125,0.08622369,0.05,sg003
126,0.09974082,0.05,sg003
127,0.014836252,0.05,sg003
128,0.11770382,0.05,sg003
129,0.12356236,0.05,sg003
130,0.11270646,0.05,sg003
131,0.12807313,0.05,sg003
132,0.0888223,0.05,sg003
133,0.11557842,0.05,sg003
134,0.011090135,0.05,sg003
135,0.112371586,0.05,sg003
136,0.017298061,0.05,sg003
137,0.06790557,0.05,sg003
138,0.048758015,0.05,sg003
139,0.09057276,0.05,sg003
140,0.015698962,0.05,sg005
141,0.10481325,0.05,sg005
142,0.115859576,0.05,sg005
143,0.10973256,0.05,sg005
144,0.14151317,0.05,sg005
145,0.073004834,0.05,sg005
146,0.115073845,0.05,sg005
147,0.12264766,0.05,sg005
148,0.13509342,0.05,sg005
149,0.08821127,0.05,sg005
150,0.085832946,0.05,sg005
151,0.05509915,0.05,sg005
152,0.14297096,0.05,sg005
153,0.035025038,0.05,sg005
154,0.13607195,0.05,sg005
155,0.12914857,0.05,sg005
156,0.08651069,0.05,sg005
157,0.0738441,0.05,sg005
158,0.093685634,0.05,sg005
159,0.11444992,0.05,sg005
160,0.11274383,0.05,sg005
161,0.099456094,0.05,sg005
162,0.014880492,0.05,sg005
163,0.1289631,0.05,sg005
