,Stability,Std_Deviation,Method
0,53.29212498866075,0.05,grad
1,39.509955439709984,0.05,grad
2,49.50331003283126,0.05,grad
3,54.56731801118807,0.05,grad
4,47.813734705627915,0.05,grad
5,2860.279873980216,0.05,grad
6,177.2964192856121,0.05,grad
7,7.395571679090547e-07,0.05,grad
8,52.117899602116985,0.05,grad
9,79.6029008837947,0.05,grad
10,53.94077842030673,0.05,grad
11,250.36052523479486,0.05,grad
12,5.673374902656174,0.05,grad
13,2509.6316910490755,0.05,grad
14,62.140340269033224,0.05,grad
15,151.46902801888584,0.05,grad
16,3118.8868894898246,0.05,grad
17,39.5061331882571,0.05,grad
18,229.1444962441169,0.05,grad
19,67.99669981431498,0.05,grad
20,47.40328220898669,0.05,grad
21,39.159725006295616,0.05,grad
22,68.94790466465709,0.05,grad
23,85.72941997705067,0.05,grad
24,32.520852159137824,0.05,grad
25,44.21920077683866,0.05,grad
26,46.07572508272295,0.05,grad
27,41.01346947821489,0.05,grad
28,64.2492238006025,0.05,grad
29,87.62335726023,0.05,grad
30,55.63335535622255,0.05,grad
31,70.43739734081791,0.05,grad
32,30.55101816599044,0.05,grad
33,73.93058746662926,0.05,grad
34,56.6094463184979,0.05,grad
35,35.67959774974034,0.05,ig
36,24.15661709043972,0.05,ig
37,36.73066980919925,0.05,ig
38,25.631593080713134,0.05,ig
39,67.22151443406825,0.05,ig
40,1214.9428769184026,0.05,ig
41,25.944194744279024,0.05,ig
42,4.007772157253203,0.05,ig
43,28.820362833255267,0.05,ig
44,83.4668914695254,0.05,ig
45,26.26459273159299,0.05,ig
46,54.76900618285167,0.05,ig
47,3.2378300395817283,0.05,ig
48,1223.26112025718,0.05,ig
49,24.673138502416204,0.05,ig
50,21.930032956499645,0.05,ig
51,1842.4302238848472,0.05,ig
52,15.159387173368474,0.05,ig
53,49.555071693223034,0.05,ig
54,27.025762982397826,0.05,ig
55,17.808443903840917,0.05,ig
56,115.89077691122895,0.05,ig
57,25.987853381784234,0.05,ig
58,39.61577492134374,0.05,ig
59,17.887292115140514,0.05,ig
60,34.41998097308177,0.05,ig
61,26.65754247840216,0.05,ig
62,28.57052949577686,0.05,ig
63,20.71171801525907,0.05,ig
64,28.256485975931984,0.05,ig
65,70.49973068385624,0.05,ig
66,51.73663665352449,0.05,ig
67,26.879421429473236,0.05,ig
68,43.0179817314188,0.05,ig
69,75.7826686972316,0.05,ig
70,7.598684580878769,0.05,itg
71,281.14046493803033,0.05,itg
72,141.114272670719,0.05,itg
73,41.35947863207636,0.05,itg
74,254.88561656629668,0.05,itg
75,6.336676849239398,0.05,itg
76,723.6152432358138,0.05,itg
77,3.0078764823522315e-08,0.05,itg
78,7.5879011366382745,0.05,itg
79,7.682742718836447,0.05,itg
80,724.6735342267174,0.05,itg
81,4.6681084751694035,0.05,itg
82,19.40083826226152,0.05,itg
