,Stability,Method
196,372.44903959971793,ig
197,531.9410711857753,ig
198,175.3922293643003,ig
199,429.90158533378917,ig
200,183.86036682128906,itg
201,610.2230834960938,itg
202,173.4278564453125,itg
203,1216.494140625,itg
204,1669.53955078125,itg
205,168.19732666015625,itg
206,26667.466796875,itg
207,2125.170166015625,itg
208,399.4330749511719,itg
209,1267.639404296875,itg
210,60.27596664428711,itg
211,3222.39599609375,itg
212,2580.237060546875,itg
213,142.9252166748047,itg
214,926.6199340820312,itg
215,2681.115478515625,itg
216,3130.645263671875,itg
217,12971.421875,itg
218,1998.977783203125,itg
219,1357.4810791015625,itg
220,10060.2412109375,itg
221,9475.7060546875,itg
222,89292.4609375,itg
223,2106.744873046875,itg
224,4176.466796875,itg
225,1476.767333984375,itg
226,58.5345458984375,itg
227,4386.8671875,itg
228,4811.43017578125,itg
229,3747.352294921875,itg
230,5745.29931640625,itg
231,102.08970642089844,itg
232,8406.3896484375,itg
233,926.759033203125,itg
234,21985.37109375,itg
235,655.4395141601562,itg
236,10664.017578125,itg
237,153.867919921875,itg
238,2201.179931640625,itg
239,2017.089111328125,itg
240,6101.9716796875,itg
241,11842.2060546875,itg
242,481.9342346191406,itg
243,3970.564208984375,itg
244,212796.875,itg
245,8316.2177734375,itg
246,1356.895263671875,itg
247,15547.3720703125,itg
248,2228.638916015625,itg
249,119.34446716308594,itg
250,12394.2744140625,itg
251,8832.1513671875,itg
252,10091.26953125,itg
253,367.758544921875,itg
254,1930.234619140625,itg
255,2483.6787109375,itg
256,7889.08251953125,itg
257,22593.123046875,itg
258,2931.707275390625,itg
259,1687.171630859375,itg
260,9390.2783203125,itg
261,2254.03271484375,itg
262,5005.91845703125,itg
263,168.26956176757812,itg
264,99.91227722167969,itg
265,129.07818603515625,itg
266,332.40618896484375,itg
267,8695.2939453125,itg
268,113.88395690917969,itg
269,118.96775817871094,itg
270,15546.3759765625,itg
271,167.110107421875,itg
272,29215.40625,itg
273,521.2360229492188,itg
274,14277.5390625,itg
275,1592.8150634765625,itg
276,3323.16748046875,itg
277,6621.36376953125,itg
278,2606.481201171875,itg
279,610.7947998046875,itg
280,4612.3203125,itg
281,1358.2381591796875,itg
282,2049.902099609375,itg
283,21313.5390625,itg
284,328.3892517089844,itg
285,9240.939453125,itg
286,16555.197265625,itg
287,1369.19921875,itg
288,649.5333251953125,itg
289,43069.88671875,itg
290,7538.79248046875,itg
291,3567.835693359375,itg
292,1086.1651611328125,itg
293,335.2828063964844,itg
294,46063.2734375,itg
295,89.91661834716797,itg
296,5017.619140625,itg
297,3160.594970703125,itg
298,785.2424926757812,itg
299,8230.08984375,itg
300,30.301984786987305,sg005
301,11.787979125976562,sg005
302,3.2086265087127686,sg005
303,20.829126358032227,sg005
304,3.1151583194732666,sg005
305,17.071340560913086,sg005
306,52.24565505981445,sg005
307,69.92007446289062,sg005
308,44.783329010009766,sg005
309,3.8552043437957764,sg005
310,249.3863067626953,sg005
311,8.944755554199219,sg005
312,10.040582656860352,sg005
313,19.20113182067871,sg005
314,8.68953800201416,sg005
315,4.885871410369873,sg005
316,67.52916717529297,sg005
317,4.41357421875,sg005
318,192.55982971191406,sg005
319,2.4383814334869385,sg005
320,110.28241729736328,sg005
321,17.69024658203125,sg005
322,329.3624267578125,sg005
323,5.049600601196289,sg005
324,22.603736877441406,sg005
325,6.558433532714844,sg005
326,37.419029235839844,sg005
327,7.335046768188477,sg005
328,4.409214496612549,sg005
329,2.8913190364837646,sg005
330,3.5616118907928467,sg005
331,14.438943862915039,sg005
332,32.49408721923828,sg005
333,7.36775541305542,sg005
334,14.614066123962402,sg005
335,14.716597557067871,sg005
336,44.216529846191406,sg005
337,7.747097015380859,sg005
338,5.358519554138184,sg005
339,6.862888813018799,sg005
340,23.527372360229492,sg005
341,17.21660614013672,sg005
342,3.249703884124756,sg005
343,16.754676818847656,sg005
344,634.25634765625,sg005
345,34.6566047668457,sg005
346,11.287029266357422,sg005
347,38.2909049987793,sg005
348,45.415992736816406,sg005
349,100.1366195678711,sg005
350,102.33773803710938,sg005
351,12.90045166015625,sg005
352,18.189598083496094,sg005
353,24.525177001953125,sg005
354,37.78469467163086,sg005
355,14.195762634277344,sg005
356,21.145938873291016,sg005
357,11.610433578491211,sg005
358,5.879209995269775,sg005
359,10.657172203063965,sg005
360,10.913375854492188,sg005
361,10.169455528259277,sg005
362,13.787284851074219,sg005
363,4.500313758850098,sg005
364,214.9662322998047,sg005
365,18.009428024291992,sg005
366,7.521623134613037,sg005
367,4.936135768890381,sg005
368,37.822383880615234,sg005
369,15.760828971862793,sg005
370,74.41301727294922,sg005
371,46.588680267333984,sg005
372,23.68243980407715,sg005
373,5.661663055419922,sg005
374,14.970653533935547,sg005
375,20.036924362182617,sg005
376,18.129920959472656,sg005
377,95.88980865478516,sg005
378,7.9910569190979,sg005
379,17.082563400268555,sg005
380,8.631898880004883,sg005
381,3.3505146503448486,sg005
382,4.4582743644714355,sg005
383,16.441795349121094,sg005
384,9.037618637084961,sg005
385,114.24342346191406,sg005
386,72.56974029541016,sg005
387,2.238105535507202,sg005
388,9.04845905303955,sg005
389,4.202298164367676,sg005
390,39.768062591552734,sg005
391,23.37613296508789,sg005
392,30.91370391845703,sg005
393,10.938899993896484,sg005
394,204.39671325683594,sg005
395,20.770156860351562,sg005
396,44.976356506347656,sg005
397,6.561659812927246,sg005
398,31.23780059814453,sg005
399,70.76066589355469,sg005
400,2875.974609375,shap
401,2506.661376953125,shap
402,574.5316772460938,shap
403,1510.9005126953125,shap
