,Faithfulness,Std_Deviation,Method
180,0.07276,0.05,sg010
181,0.102364,0.05,sg010
182,0.09402172,0.05,sg010
183,0.11331055,0.05,sg010
184,0.07212873,0.05,sg010
185,0.07253804,0.05,sg010
186,0.046552777,0.05,sg010
187,0.10168765,0.05,sg010
188,0.028496085,0.05,sg010
189,0.10478382,0.05,sg010
190,0.08413625,0.05,sg010
191,0.07137616,0.05,sg010
192,0.058106165,0.05,sg010
193,0.09327874,0.05,sg010
194,0.09262636,0.05,sg010
195,0.07949418,0.05,sg010
196,0.07706914,0.05,sg010
197,0.009609461,0.05,sg010
198,0.10267848,0.05,sg010
199,0.09379989,0.05,sg010
200,0.09741798,0.05,sg010
201,0.08122645,0.05,sg010
202,0.07270932,0.05,sg010
203,0.08844501,0.05,sg010
204,0.006494398,0.05,sg010
205,0.09418031,0.05,sg010
206,0.012238521,0.05,sg010
207,0.045934044,0.05,sg010
208,0.03511234,0.05,sg010
209,0.07328103,0.05,sg010
210,0.049185887,0.05,lrp
211,0.2197884,0.05,lrp
212,0.22487117,0.05,lrp
213,0.26656467,0.05,lrp
214,0.2589127,0.05,lrp
215,0.19351539,0.05,lrp
216,0.21741742,0.05,lrp
217,0.21541277,0.05,lrp
218,0.20960419,0.05,lrp
219,0.18923377,0.05,lrp
220,0.15647462,0.05,lrp
221,0.08822972,0.05,lrp
222,0.22049722,0.05,lrp
223,0.088126116,0.05,lrp
224,0.25741702,0.05,lrp
225,0.19894621,0.05,lrp
226,0.21668953,0.05,lrp
227,0.1497895,0.05,lrp
228,0.21863769,0.05,lrp
229,0.17694438,0.05,lrp
230,0.16568547,0.05,lrp
231,0.19067138,0.05,lrp
232,0.046971254,0.05,lrp
233,0.2855265,0.05,lrp
234,0.24917066,0.05,lrp
235,0.20367795,0.05,lrp
236,0.2207794,0.05,lrp
237,0.17399044,0.05,lrp
238,0.207259,0.05,lrp
239,0.04553154,0.05,lrp
240,0.21588741,0.05,lrp
241,0.041431867,0.05,lrp
242,0.16485064,0.05,lrp
243,0.1250154,0.05,lrp
244,0.14686793,0.05,lrp
245,0.047109026,0.05,shap
246,0.20914869,0.05,shap
247,0.21972102,0.05,shap
248,0.18442637,0.05,shap
249,0.22675052,0.05,shap
250,0.16686213,0.05,shap
251,0.20826249,0.05,shap
252,0.20355393,0.05,shap
253,0.20778541,0.05,shap
254,0.14520983,0.05,shap
255,0.12520641,0.05,shap
256,0.1093387,0.05,shap
257,0.23724806,0.05,shap
258,0.08703803,0.05,shap
259,0.21032798,0.05,shap
260,0.20005803,0.05,shap
261,0.17647344,0.05,shap
262,0.1483475,0.05,shap
263,0.17515224,0.05,shap
264,0.21047115,0.05,shap
265,0.17518103,0.05,shap
266,0.18829527,0.05,shap
267,0.025754835,0.05,shap
268,0.22687401,0.05,shap
269,0.24191791,0.05,shap
270,0.21830824,0.05,shap
271,0.22466832,0.05,shap
272,0.15152898,0.05,shap
273,0.20725276,0.05,shap
274,0.023211744,0.05,shap
275,0.22982933,0.05,shap
276,0.034529492,0.05,shap
277,0.14686957,0.05,shap
278,0.090580426,0.05,shap
279,0.14210206,0.05,shap
280,0.03861052,0.05,lime003
281,0.17342132,0.05,lime003
282,0.20745496,0.05,lime003
283,0.1989883,0.05,lime003
284,0.20785344,0.05,lime003
285,0.16690154,0.05,lime003
286,0.1871541,0.05,lime003
287,0.19127546,0.05,lime003
288,0.20235124,0.05,lime003
289,0.18321168,0.05,lime003
290,0.1555227,0.05,lime003
291,0.10647637,0.05,lime003
292,0.19994676,0.05,lime003
293,0.073956884,0.05,lime003
294,0.2269364,0.05,lime003
295,0.22927387,0.05,lime003
296,0.15057448,0.05,lime003
297,0.1326293,0.05,lime003
298,0.18724203,0.05,lime003
299,0.21248198,0.05,lime003
300,0.16864513,0.05,lime003
301,0.18084,0.05,lime003
302,0.030598016,0.05,lime003
303,0.19497955,0.05,lime003
304,0.22147217,0.05,lime003
305,0.19722238,0.05,lime003
306,0.20184982,0.05,lime003
307,0.16803406,0.05,lime003
308,0.18428273,0.05,lime003
309,0.023472749,0.05,lime003
310,0.19158393,0.05,lime003
311,0.042929456,0.05,lime003
312,0.111772165,0.05,lime003
313,0.08978295,0.05,lime003
314,0.15074119,0.05,lime003
315,0.042199675,0.05,lime005
316,0.18701099,0.05,lime005
317,0.21584632,0.05,lime005
318,0.1992968,0.05,lime005
319,0.22590302,0.05,lime005
320,0.1560892,0.05,lime005
321,0.22234449,0.05,lime005
322,0.1926679,0.05,lime005
323,0.23288864,0.05,lime005
324,0.15518853,0.05,lime005
325,0.14602418,0.05,lime005
326,0.09888868,0.05,lime005
327,0.18918496,0.05,lime005
328,0.05650537,0.05,lime005
329,0.21095121,0.05,lime005
330,0.2138924,0.05,lime005
331,0.16667576,0.05,lime005
332,0.15063591,0.05,lime005
333,0.18470262,0.05,lime005
334,0.19142199,0.05,lime005
335,0.18836118,0.05,lime005
336,0.18071899,0.05,lime005
337,0.031703684,0.05,lime005
338,0.20509078,0.05,lime005
339,0.20835665,0.05,lime005
340,0.19799423,0.05,lime005
341,0.21186098,0.05,lime005
342,0.18999673,0.05,lime005
343,0.21335566,0.05,lime005
344,0.023169838,0.05,lime005
345,0.20475072,0.05,lime005
346,0.045824394,0.05,lime005
347,0.11650727,0.05,lime005
348,0.09709788,0.05,lime005
349,0.18216284,0.05,lime005
350,0.027913678,0.05,lime01
351,0.18186751,0.05,lime01
352,0.20092149,0.05,lime01
353,0.2043832,0.05,lime01
354,0.18119079,0.05,lime01
355,0.16617174,0.05,lime01
356,0.22982739,0.05,lime01
357,0.17860712,0.05,lime01
358,0.21938126,0.05,lime01
359,0.14304732,0.05,lime01
360,0.14288738,0.05,lime01
361,0.09976013,0.05,lime01
362,0.2127279,0.05,lime01
363,0.06422705,0.05,lime01
364,0.20282854,0.05,lime01
365,0.20779434,0.05,lime01
366,0.17042597,0.05,lime01
367,0.13749659,0.05,lime01
368,0.16400993,0.05,lime01
369,0.176871,0.05,lime01
370,0.16202673,0.05,lime01
371,0.17893538,0.05,lime01
372,0.03583871,0.05,lime01
373,0.18841192,0.05,lime01
374,0.2148853,0.05,lime01
375,0.21830894,0.05,lime01
376,0.19144696,0.05,lime01
377,0.15773126,0.05,lime01
378,0.22105817,0.05,lime01
379,0.028575664,0.05,lime01
380,0.20945667,0.05,lime01
381,0.028195925,0.05,lime01
382,0.1015835,0.05,lime01
383,0.10373071,0.05,lime01
384,0.16084392,0.05,lime01
