,Faithfulness,Std_Deviation,Method
183,0.013198845,0.05,lime
184,0.012026496,0.05,lime
185,0.013486337,0.05,lime
186,0.013377628,0.05,lime
187,0.012163246,0.05,lime
188,0.010968557,0.05,lime
189,0.013764319,0.05,lime
190,0.008355927,0.05,lime
191,0.011983118,0.05,lime
192,0.014254451,0.05,lime
193,0.014009106,0.05,lime
194,0.0090106325,0.05,lime
195,0.015053995,0.05,lime
196,0.010663951,0.05,lime
197,0.014548707,0.05,lime
198,0.010142174,0.05,lime
199,0.011627602,0.05,lime
200,0.0080213975,0.05,lime
201,0.013152301,0.05,lime
202,0.011372461,0.05,lime
203,0.0132828215,0.05,lime
204,0.012460687,0.05,lime
205,0.011323213,0.05,lime
206,0.012946079,0.05,lime
207,0.011286619,0.05,lime
208,0.00992916,0.05,lime
209,0.01255981,0.05,lime
