,Faithfulness,Std_Deviation,Method
0,0.159389,0.05,grad
1,0.31346893,0.05,grad
2,0.2894125,0.05,grad
3,0.30387703,0.05,grad
4,0.3066272,0.05,grad
5,0.28297228,0.05,grad
6,0.29942808,0.05,grad
7,0.29684725,0.05,grad
8,0.32457054,0.05,grad
9,0.26691806,0.05,grad
10,0.24891718,0.05,grad
11,0.21223873,0.05,grad
12,0.32840016,0.05,grad
13,0.18005343,0.05,grad
14,0.3437029,0.05,grad
15,0.30176562,0.05,grad
16,0.27623123,0.05,grad
17,0.27365264,0.05,grad
18,0.2785078,0.05,grad
19,0.31056878,0.05,grad
20,0.25593734,0.05,grad
21,0.27109563,0.05,grad
22,0.10481061,0.05,grad
23,0.31735885,0.05,grad
24,0.3281822,0.05,grad
25,0.31313065,0.05,grad
26,0.31909096,0.05,grad
27,0.28712055,0.05,grad
28,0.2960766,0.05,grad
29,0.09105084,0.05,grad
30,0.32931077,0.05,grad
31,0.11824475,0.05,grad
32,0.20253216,0.05,grad
33,0.17334414,0.05,grad
34,0.23819022,0.05,grad
35,0.11689677,0.05,ig
36,0.28985092,0.05,ig
37,0.3085188,0.05,ig
38,0.31727034,0.05,ig
39,0.3109057,0.05,ig
40,0.28766823,0.05,ig
41,0.3393904,0.05,ig
42,0.24211685,0.05,ig
43,0.30835134,0.05,ig
44,0.24490117,0.05,ig
45,0.26072142,0.05,ig
46,0.16709559,0.05,ig
47,0.30992308,0.05,ig
48,0.17129721,0.05,ig
49,0.33823803,0.05,ig
50,0.30348495,0.05,ig
51,0.2980581,0.05,ig
52,0.2442479,0.05,ig
53,0.31156787,0.05,ig
54,0.28351164,0.05,ig
55,0.28786403,0.05,ig
56,0.30521142,0.05,ig
57,0.10700901,0.05,ig
58,0.29795817,0.05,ig
59,0.32553083,0.05,ig
60,0.2774592,0.05,ig
61,0.3132708,0.05,ig
62,0.2913995,0.05,ig
63,0.28173828,0.05,ig
64,0.056590166,0.05,ig
65,0.31577367,0.05,ig
66,0.10610458,0.05,ig
67,0.2089705,0.05,ig
68,0.20512776,0.05,ig
69,0.27345377,0.05,ig
70,0.11266197,0.05,itg
71,0.32643187,0.05,itg
72,0.30297807,0.05,itg
73,0.2905214,0.05,itg
74,0.28303382,0.05,itg
75,0.23658262,0.05,itg
76,0.30840647,0.05,itg
77,0.28743562,0.05,itg
78,0.31051788,0.05,itg
79,0.26548168,0.05,itg
80,0.2382637,0.05,itg
81,0.20142591,0.05,itg
82,0.31983852,0.05,itg
83,0.1890758,0.05,itg
84,0.33862332,0.05,itg
