,Stability,Method,Denominator Distance,Explanation Distance
0,111.26263427734375,grad,0.73114234,81.34882354736328
1,1293.275634765625,grad,0.655949,848.3228149414062
2,1092.1143798828125,grad,0.5860421,640.0250244140625
3,192.47067260742188,grad,0.58531076,112.65515899658203
4,41.02296447753906,grad,0.74550384,30.58277702331543
5,1153.2977294921875,grad,0.74387914,857.9141235351562
6,444.3094787597656,grad,0.7396075,328.6146240234375
7,106.90788269042969,grad,0.7363212,78.71854400634766
8,21.483844757080078,grad,0.6643962,14.273785591125488
9,777.5780029296875,grad,0.6666307,518.3573608398438
10,51.96486282348633,grad,0.661397,34.36940383911133
11,709.037353515625,grad,0.62692356,444.51220703125
12,192.88168334960938,grad,0.7355255,141.86940002441406
13,552.142578125,grad,0.75360966,416.0999755859375
14,1291.2218017578125,grad,0.6988098,902.3184814453125
15,23.201568603515625,grad,0.70622534,16.385536193847656
16,362.6867980957031,grad,0.78237766,283.758056640625
17,1244.3388671875,grad,0.6450145,802.6166381835938
18,1329.9349365234375,grad,0.8229131,1094.4208984375
19,19.60103988647461,grad,0.00082971726,0.016263321042060852
20,1044.219970703125,grad,0.6265134,654.2178344726562
21,396.7392883300781,grad,0.6582939,261.1710510253906
22,1345.0264892578125,grad,0.7459323,1003.2987060546875
23,39.77058792114258,grad,0.53641474,21.33353042602539
24,1105.889892578125,grad,0.7758083,857.95849609375
25,1279.6826171875,grad,0.6954093,889.9031982421875
26,430.04022216796875,grad,0.58609885,252.04608154296875
27,455.46160888671875,grad,0.745374,339.4892578125
28,1177.98583984375,grad,0.6688568,787.90380859375
29,1052.8909912109375,grad,0.8205927,863.9946899414062
30,1296.0108642578125,grad,0.7165803,928.69580078125
31,868.7900390625,grad,0.6740899,585.642578125
32,1056.0098876953125,grad,0.68571585,724.1226806640625
33,194.15708923339844,grad,0.77725405,150.9093780517578
34,649.473388671875,grad,0.7279865,472.807861328125
35,84.03323364257812,grad,0.8220976,69.0835189819336
36,1439.8333740234375,grad,0.88945967,1280.6737060546875
37,1185.599365234375,grad,0.631102,748.234130859375
38,475.4236145019531,grad,0.58523613,278.2350769042969
39,117.41144561767578,grad,0.62902606,73.8548583984375
40,117.12872314453125,grad,0.74959666,87.79930114746094
41,1072.3756103515625,grad,0.7838703,840.6033935546875
42,1222.792236328125,grad,0.57690233,705.4317016601562
43,245.5352020263672,grad,0.57282877,140.64962768554688
44,78.44630432128906,grad,0.73695815,57.811641693115234
45,193.877685546875,grad,0.7207292,139.73330688476562
46,767.7324829101562,grad,0.6579051,505.0951232910156
47,776.77587890625,grad,0.73322433,569.5509643554688
48,1332.5931396484375,grad,0.7561199,1007.6002197265625
49,1199.3670654296875,grad,0.7061714,846.958740234375
50,878.072265625,grad,0.72179157,633.78515625
51,458.44549560546875,grad,0.7170001,328.7054748535156
52,875.296875,grad,0.720446,630.6041259765625
53,1138.3895263671875,grad,0.54440325,619.7429809570312
54,1294.4598388671875,grad,0.71558917,926.3014526367188
55,810.3179931640625,grad,0.67287225,545.240478515625
56,18.91815948486328,grad,0.00754439,0.14272597432136536
57,1258.3154296875,grad,0.7798873,981.34423828125
58,74.41099548339844,grad,0.56992906,42.40898895263672
59,844.8385620117188,grad,0.60749316,513.233642578125
60,63.20350646972656,grad,0.79641896,50.33647155761719
61,390.84661865234375,grad,0.6397604,250.04818725585938
62,1230.45068359375,grad,0.7821432,962.3886108398438
63,136.30218505859375,grad,0.8216395,111.99125671386719
64,1004.8973388671875,grad,0.66534746,668.6058959960938
65,130.9403839111328,grad,0.6437318,84.29048156738281
66,1046.3748779296875,grad,0.5928638,620.3577880859375
67,200.469970703125,grad,0.65354407,131.01596069335938
68,31.137109756469727,grad,0.7430787,23.1373233795166
69,883.01708984375,grad,0.6075216,536.4519653320312
