,Faithfulness,Std_Deviation,Method
0,0.0020603419,0.05,sg003
1,0.026338907,0.05,sg003
2,0.0023333835,0.05,sg003
3,0.3008227,0.05,sg003
4,0.008174089,0.05,sg003
5,0.121412575,0.05,sg003
6,8.8674424e-05,0.05,sg003
7,0.0007082659,0.05,sg003
8,0.10087739,0.05,sg003
9,0.026918925,0.05,sg003
10,0.110948265,0.05,sg003
11,0.013749645,0.05,sg003
12,0.22138196,0.05,sg003
13,0.002074706,0.05,sg003
14,0.299417,0.05,sg003
15,0.057028446,0.05,sg003
16,0.28934297,0.05,sg003
17,0.0053613605,0.05,sg003
18,0.29114327,0.05,sg003
19,0.06373899,0.05,sg003
20,0.041576236,0.05,sg003
21,0.017494483,0.05,sg003
22,0.1923849,0.05,sg003
23,0.014682131,0.05,sg003
24,0.25620678,0.05,sg003
25,0.21162039,0.05,sg003
26,0.062110458,0.05,sg003
27,0.005570581,0.05,sg003
28,0.1492677,0.05,sg003
29,0.031311847,0.05,sg003
30,0.0014831292,0.05,sg005
31,0.03670183,0.05,sg005
32,0.008053091,0.05,sg005
33,0.2652512,0.05,sg005
34,0.0046594874,0.05,sg005
35,0.12986463,0.05,sg005
36,2.1898746e-05,0.05,sg005
37,0.0007037461,0.05,sg005
38,0.044398427,0.05,sg005
39,0.019280195,0.05,sg005
40,0.10685038,0.05,sg005
41,0.015472615,0.05,sg005
42,0.13767296,0.05,sg005
43,0.0018886983,0.05,sg005
44,0.29206005,0.05,sg005
45,0.038690228,0.05,sg005
46,0.26771295,0.05,sg005
47,0.0077946754,0.05,sg005
48,0.22660212,0.05,sg005
49,0.099700965,0.05,sg005
50,0.06416048,0.05,sg005
51,0.021985108,0.05,sg005
52,0.20703833,0.05,sg005
53,0.01900008,0.05,sg005
54,0.26328292,0.05,sg005
55,0.21431863,0.05,sg005
56,0.053596158,0.05,sg005
57,0.0030225916,0.05,sg005
58,0.11888517,0.05,sg005
59,0.028561072,0.05,sg005
60,0.0011196274,0.05,sg010
61,0.022400415,0.05,sg010
62,0.002381661,0.05,sg010
63,0.25469238,0.05,sg010
64,0.0037228316,0.05,sg010
65,0.12241487,0.05,sg010
66,2.9078126e-05,0.05,sg010
67,0.0018718052,0.05,sg010
68,0.05994005,0.05,sg010
69,0.019645557,0.05,sg010
70,0.09283264,0.05,sg010
71,0.018885871,0.05,sg010
72,0.2007155,0.05,sg010
73,0.001413266,0.05,sg010
74,0.30367997,0.05,sg010
75,0.03406598,0.05,sg010
76,0.25533643,0.05,sg010
77,0.006906209,0.05,sg010
78,0.22859111,0.05,sg010
79,0.08503983,0.05,sg010
80,0.04692606,0.05,sg010
81,0.02551111,0.05,sg010
82,0.21051958,0.05,sg010
83,0.018185206,0.05,sg010
84,0.25639737,0.05,sg010
85,0.20047574,0.05,sg010
86,0.06529983,0.05,sg010
87,0.0043889894,0.05,sg010
88,0.12807336,0.05,sg010
89,0.04088061,0.05,sg010
