,Stability,Std_Deviation,Method
0,0.6119997221714419,0.05,sg003
1,0.8390450879434719,0.05,sg003
2,1.0128938639705616,0.05,sg003
3,0.8447872036173629,0.05,sg003
4,0.8271467979072906,0.05,sg003
5,0.7991624550551473,0.05,sg003
6,0.8963088319370126,0.05,sg003
7,0.7076192670779795,0.05,sg003
8,0.9060599279436307,0.05,sg003
9,0.7119713256462178,0.05,sg003
10,0.8678630563601291,0.05,sg003
11,0.720720743341044,0.05,sg003
12,0.8023909886933882,0.05,sg003
13,0.735923696665307,0.05,sg003
14,0.6803776852540122,0.05,sg003
15,0.9610854076065156,0.05,sg003
16,0.7328427670430602,0.05,sg003
17,0.711611550707992,0.05,sg003
18,1.1683467837090395,0.05,sg003
19,0.9278284303556336,0.05,sg003
20,1.0710324968314704,0.05,sg003
21,0.6115588702822555,0.05,sg003
22,0.915033385670206,0.05,sg003
23,0.6814255377690913,0.05,sg003
24,0.8898460444090184,0.05,sg003
25,0.7907781198837148,0.05,sg003
26,0.6470830200723566,0.05,sg003
27,0.9560529648229501,0.05,sg003
28,0.627444237751096,0.05,sg003
29,1.0704584542311897,0.05,sg003
30,0.5104240066635711,0.05,sg005
31,0.49971720875326076,0.05,sg005
32,0.6923258243574227,0.05,sg005
33,0.5366828506655518,0.05,sg005
34,0.6661846248049077,0.05,sg005
35,0.4961742155679218,0.05,sg005
36,0.641294744722451,0.05,sg005
37,0.48707088989210473,0.05,sg005
38,0.5668866617669913,0.05,sg005
39,0.5114656285203518,0.05,sg005
40,0.6596930281718826,0.05,sg005
41,0.5395351972198049,0.05,sg005
42,0.6872286514059555,0.05,sg005
43,0.6000925416413395,0.05,sg005
44,0.6695044641398858,0.05,sg005
45,0.6416778641894634,0.05,sg005
46,0.7175554659888642,0.05,sg005
47,0.4641406769801336,0.05,sg005
48,0.6606243135999262,0.05,sg005
49,0.6272194059660674,0.05,sg005
50,0.6605262479863604,0.05,sg005
51,0.6086786322468812,0.05,sg005
52,0.6424440793809356,0.05,sg005
53,0.595816862570042,0.05,sg005
54,0.5343611207948279,0.05,sg005
55,0.447787418011296,0.05,sg005
56,0.4978235631061526,0.05,sg005
57,0.5162324365270305,0.05,sg005
58,0.6227381216466865,0.05,sg005
59,0.4846826104618554,0.05,sg005
60,0.4658394493001238,0.05,sg010
61,0.4224175963601759,0.05,sg010
62,0.6380856493383131,0.05,sg010
63,0.3933435120475794,0.05,sg010
64,0.37840070621315886,0.05,sg010
65,0.4725143159078521,0.05,sg010
66,0.42793557279036143,0.05,sg010
67,0.3761250128958606,0.05,sg010
68,0.4011750840688292,0.05,sg010
69,0.3635808433027642,0.05,sg010
70,0.43015490877634577,0.05,sg010
71,0.4754692217614294,0.05,sg010
72,0.37994571749083905,0.05,sg010
73,0.3620078581413951,0.05,sg010
74,0.42323645073532024,0.05,sg010
75,0.47202310962106886,0.05,sg010
76,0.5659142463855769,0.05,sg010
77,0.39442180815321926,0.05,sg010
78,0.608361625374698,0.05,sg010
79,0.38002995240728893,0.05,sg010
80,0.5243798988076235,0.05,sg010
81,0.3407950651266542,0.05,sg010
82,0.6042362688990008,0.05,sg010
83,0.3994168143678098,0.05,sg010
84,0.47229984767094935,0.05,sg010
85,0.3632565471757536,0.05,sg010
86,0.4340262947083246,0.05,sg010
87,0.40529155663633337,0.05,sg010
88,0.3962052460053843,0.05,sg010
89,0.3301997490384219,0.05,sg010
