,Faithfulness,Std_Deviation,Method
0,0.114736155,0.05,sg003
1,0.008032653,0.05,sg003
2,0.15314828,0.05,sg003
3,0.21878472,0.05,sg003
4,0.30223644,0.05,sg003
5,0.30458066,0.05,sg003
6,0.0809072,0.05,sg003
7,0.19790193,0.05,sg003
8,0.2151744,0.05,sg003
9,0.34274316,0.05,sg003
10,0.0558367,0.05,sg003
11,0.25903052,0.05,sg003
12,0.32885873,0.05,sg003
13,0.2967457,0.05,sg003
14,0.0263923,0.05,sg003
15,0.017874563,0.05,sg003
16,0.3525572,0.05,sg003
17,0.30192697,0.05,sg003
18,0.126098,0.05,sg003
19,0.105742864,0.05,sg003
20,0.03097973,0.05,sg003
21,0.055341188,0.05,sg003
22,0.024210686,0.05,sg003
23,0.31365344,0.05,sg003
24,0.013657778,0.05,sg003
25,0.28042576,0.05,sg003
26,0.2822827,0.05,sg003
27,0.12607375,0.05,sg003
28,0.06956394,0.05,sg003
29,0.17319249,0.05,sg003
30,0.11904795,0.05,sg005
31,0.0073206173,0.05,sg005
32,0.12416277,0.05,sg005
33,0.18548292,0.05,sg005
34,0.307682,0.05,sg005
35,0.3540088,0.05,sg005
36,0.10331675,0.05,sg005
37,0.15308498,0.05,sg005
38,0.15922388,0.05,sg005
39,0.34872624,0.05,sg005
40,0.045966543,0.05,sg005
41,0.29645112,0.05,sg005
42,0.33133096,0.05,sg005
43,0.27549937,0.05,sg005
44,0.03939166,0.05,sg005
45,0.024670566,0.05,sg005
46,0.3588848,0.05,sg005
47,0.31329477,0.05,sg005
48,0.13318981,0.05,sg005
49,0.112832874,0.05,sg005
50,0.03148572,0.05,sg005
51,0.044072043,0.05,sg005
52,0.024179086,0.05,sg005
53,0.31072968,0.05,sg005
54,0.017307552,0.05,sg005
55,0.28918374,0.05,sg005
56,0.2456926,0.05,sg005
57,0.11419901,0.05,sg005
58,0.06718923,0.05,sg005
59,0.19189106,0.05,sg005
60,0.108070344,0.05,sg010
61,0.009060822,0.05,sg010
62,0.12973028,0.05,sg010
63,0.18064718,0.05,sg010
64,0.31467953,0.05,sg010
65,0.2800418,0.05,sg010
66,0.10091839,0.05,sg010
67,0.14890403,0.05,sg010
68,0.15604143,0.05,sg010
69,0.31072524,0.05,sg010
70,0.055741254,0.05,sg010
71,0.24873684,0.05,sg010
72,0.30433446,0.05,sg010
73,0.27227935,0.05,sg010
74,0.026504543,0.05,sg010
75,0.01743517,0.05,sg010
76,0.35404885,0.05,sg010
77,0.30259243,0.05,sg010
78,0.08659489,0.05,sg010
79,0.111677304,0.05,sg010
80,0.030381236,0.05,sg010
81,0.047000404,0.05,sg010
82,0.03994836,0.05,sg010
83,0.3192301,0.05,sg010
84,0.020493403,0.05,sg010
85,0.30771455,0.05,sg010
86,0.23375908,0.05,sg010
87,0.08115071,0.05,sg010
88,0.07886122,0.05,sg010
89,0.19670779,0.05,sg010
