,Stability,Std_Deviation,Method
0,3.4482223987579346,0.05,grad
1,1.2088072299957275,0.05,grad
2,410.80511474609375,0.05,grad
3,188.99282836914062,0.05,grad
4,0.1872006356716156,0.05,grad
5,3.1192660331726074,0.05,grad
6,3.5936505794525146,0.05,grad
7,129.7571258544922,0.05,grad
8,31.21209716796875,0.05,grad
9,0.5287044644355774,0.05,grad
10,0.47670045495033264,0.05,grad
11,40.69985580444336,0.05,grad
12,7.238541603088379,0.05,grad
13,816.4191284179688,0.05,grad
14,2.818112850189209,0.05,grad
15,1.9624745845794678,0.05,grad
16,132.95079040527344,0.05,grad
17,3.1957547664642334,0.05,grad
18,0.20409657061100006,0.05,grad
19,12.711906433105469,0.05,grad
20,2.8906469345092773,0.05,grad
21,1.7931007146835327,0.05,grad
22,15.718926429748535,0.05,grad
23,1.7236305475234985,0.05,grad
24,31.598079681396484,0.05,grad
25,79.8964614868164,0.05,grad
26,34.7280387878418,0.05,grad
27,0.2741084694862366,0.05,grad
28,0.5487982630729675,0.05,grad
29,68.39997863769531,0.05,grad
30,8.178720973177304,0.05,ig
31,70.66473649119675,0.05,ig
32,19.0642919970109,0.05,ig
33,168.7049299675428,0.05,ig
34,597.9306302506292,0.05,ig
35,2640.397863837206,0.05,ig
36,101.10644953657219,0.05,ig
37,117.46719446510974,0.05,ig
38,3796.9310979928264,0.05,ig
39,27803815.745752234,0.05,ig
40,768195.7386899401,0.05,ig
41,83.94662940885118,0.05,ig
42,276.40351301740276,0.05,ig
43,1548.608782180707,0.05,ig
44,104.75837516931372,0.05,ig
45,92.16027260501211,0.05,ig
46,423.73044584644344,0.05,ig
47,7247.305689037736,0.05,ig
48,167.91904336000482,0.05,ig
49,21966.69261416675,0.05,ig
50,1268.2805001025215,0.05,ig
51,101.32644716718755,0.05,ig
52,97.05510925719288,0.05,ig
53,1279.639732706086,0.05,ig
54,6.36152113266059,0.05,ig
55,285.7975284163681,0.05,ig
56,130.52107399091196,0.05,ig
57,20585.675234041977,0.05,ig
58,73629585.6675544,0.05,ig
59,1741.007845754307,0.05,ig
60,1.5399081707000732,0.05,itg
61,1.9042812585830688,0.05,itg
62,34.9040641784668,0.05,itg
63,45.198646545410156,0.05,itg
64,1.3895230293273926,0.05,itg
65,1.216537594795227,0.05,itg
66,0.132681742310524,0.05,itg
67,46.70627975463867,0.05,itg
68,0.43438002467155457,0.05,itg
69,0.7377833127975464,0.05,itg
70,0.4119925796985626,0.05,itg
71,18.49530601501465,0.05,itg
72,0.398283451795578,0.05,itg
73,60.12080383300781,0.05,itg
74,1.2617859840393066,0.05,itg
75,0.5542614459991455,0.05,itg
76,51.74978256225586,0.05,itg
77,19.417526245117188,0.05,itg
78,0.33254745602607727,0.05,itg
79,1.0339785814285278,0.05,itg
80,0.2434326410293579,0.05,itg
81,0.6164435744285583,0.05,itg
82,6.6049041748046875,0.05,itg
83,0.2488602250814438,0.05,itg
84,1.4023784399032593,0.05,itg
85,20.209096908569336,0.05,itg
86,113.78002166748047,0.05,itg
87,0.21852362155914307,0.05,itg
88,0.0633106380701065,0.05,itg
89,0.5197291970252991,0.05,itg
90,19.693349838256836,0.05,sg
91,12.252412796020508,0.05,sg
92,17.332775115966797,0.05,sg
93,4.14115047454834,0.05,sg
94,1033.6751708984375,0.05,sg
95,376.4027404785156,0.05,sg
96,651.380126953125,0.05,sg
97,40.03147506713867,0.05,sg
98,517.9777221679688,0.05,sg
