,Faithfulness,Std_Deviation,Method
96,0.40789104,0.05,itg
97,0.4274762,0.05,itg
98,0.37069884,0.05,itg
99,0.30669975,0.05,itg
100,0.19197506,0.05,itg
101,0.06546053,0.05,itg
102,0.29383197,0.05,itg
103,0.43252376,0.05,itg
104,0.047039837,0.05,itg
105,0.14150636,0.05,sg003
106,0.01865002,0.05,sg003
107,0.04976028,0.05,sg003
108,0.15943679,0.05,sg003
109,0.05940356,0.05,sg003
110,0.20118582,0.05,sg003
111,0.17901325,0.05,sg003
112,0.18766014,0.05,sg003
113,0.058035612,0.05,sg003
114,0.18295644,0.05,sg003
115,0.06082653,0.05,sg003
116,0.14202717,0.05,sg003
117,0.00847123,0.05,sg003
118,0.046143822,0.05,sg003
119,0.14331435,0.05,sg003
120,0.18042126,0.05,sg003
121,0.19789657,0.05,sg003
122,0.18980919,0.05,sg003
123,0.13324,0.05,sg003
124,0.04518264,0.05,sg003
125,0.0422571,0.05,sg003
126,0.1881316,0.05,sg003
127,0.20430757,0.05,sg003
128,0.03658567,0.05,sg003
129,0.036324233,0.05,sg003
130,0.19758838,0.05,sg003
131,0.16884579,0.05,sg003
132,0.20377597,0.05,sg003
133,0.1355992,0.05,sg003
134,0.053710118,0.05,sg003
135,0.20328844,0.05,sg003
136,0.042666674,0.05,sg003
137,0.028446458,0.05,sg003
138,0.15420064,0.05,sg003
139,0.03277894,0.05,sg003
140,0.1402334,0.05,sg005
141,0.019382834,0.05,sg005
142,0.030783901,0.05,sg005
143,0.15167037,0.05,sg005
144,0.08366142,0.05,sg005
145,0.19478258,0.05,sg005
146,0.17047222,0.05,sg005
147,0.1885453,0.05,sg005
148,0.057908367,0.05,sg005
149,0.16491163,0.05,sg005
150,0.048411477,0.05,sg005
151,0.15276769,0.05,sg005
152,0.0084478455,0.05,sg005
153,0.02933779,0.05,sg005
154,0.12319054,0.05,sg005
155,0.16380581,0.05,sg005
156,0.18409179,0.05,sg005
157,0.19619922,0.05,sg005
158,0.15244646,0.05,sg005
159,0.052717585,0.05,sg005
160,0.05736252,0.05,sg005
161,0.17005368,0.05,sg005
162,0.22305188,0.05,sg005
163,0.044628575,0.05,sg005
164,0.07557064,0.05,sg005
165,0.15852682,0.05,sg005
166,0.16332306,0.05,sg005
167,0.19657299,0.05,sg005
168,0.10613885,0.05,sg005
169,0.030486654,0.05,sg005
170,0.1901254,0.05,sg005
171,0.04082148,0.05,sg005
172,0.040671024,0.05,sg005
173,0.14371492,0.05,sg005
174,0.02265994,0.05,sg005
175,0.13215452,0.05,sg010
176,0.018811112,0.05,sg010
177,0.03412267,0.05,sg010
178,0.17617857,0.05,sg010
179,0.07155171,0.05,sg010
180,0.1918786,0.05,sg010
181,0.18243374,0.05,sg010
182,0.20381226,0.05,sg010
183,0.061601453,0.05,sg010
184,0.18771268,0.05,sg010
185,0.051006738,0.05,sg010
186,0.1580248,0.05,sg010
187,0.009390343,0.05,sg010
188,0.034194198,0.05,sg010
189,0.13564594,0.05,sg010
190,0.17960417,0.05,sg010
191,0.17483586,0.05,sg010
192,0.19358712,0.05,sg010
193,0.13702057,0.05,sg010
194,0.04102847,0.05,sg010
195,0.05262376,0.05,sg010
196,0.18002865,0.05,sg010
197,0.20402363,0.05,sg010
198,0.044653963,0.05,sg010
199,0.05446443,0.05,sg010
200,0.16957732,0.05,sg010
201,0.17201397,0.05,sg010
202,0.18930855,0.05,sg010
203,0.091088325,0.05,sg010
204,0.05367916,0.05,sg010
205,0.2208923,0.05,sg010
206,0.045566183,0.05,sg010
207,0.046980042,0.05,sg010
208,0.14821139,0.05,sg010
209,0.03351239,0.05,sg010
210,0.3722823,0.05,lrp
211,0.22464424,0.05,lrp
212,0.3425142,0.05,lrp
213,0.23489319,0.05,lrp
214,0.31547272,0.05,lrp
215,0.27616552,0.05,lrp
216,0.45533878,0.05,lrp
217,0.42474094,0.05,lrp
218,0.394714,0.05,lrp
219,0.17395167,0.05,lrp
220,0.35548365,0.05,lrp
221,0.3682973,0.05,lrp
222,0.27893153,0.05,lrp
223,0.31519556,0.05,lrp
224,0.384541,0.05,lrp
225,0.41152954,0.05,lrp
226,0.37940547,0.05,lrp
227,0.26421225,0.05,lrp
228,0.18939617,0.05,lrp
229,0.41762266,0.05,lrp
230,0.34386194,0.05,lrp
231,0.2918992,0.05,lrp
232,0.29568794,0.05,lrp
233,0.30652124,0.05,lrp
234,0.33619073,0.05,lrp
235,0.2066888,0.05,lrp
236,0.3718883,0.05,lrp
237,0.25418696,0.05,lrp
238,0.3564915,0.05,lrp
239,0.29259333,0.05,lrp
240,0.4279797,0.05,lrp
241,0.3144817,0.05,lrp
242,0.4115212,0.05,lrp
243,0.4063311,0.05,lrp
244,0.3311158,0.05,lrp
245,0.35172734,0.05,shap
246,0.029700238,0.05,shap
247,0.30140534,0.05,shap
248,0.4049266,0.05,shap
249,0.31223205,0.05,shap
250,0.40359634,0.05,shap
251,0.40552476,0.05,shap
252,0.41563043,0.05,shap
253,0.35994947,0.05,shap
254,0.43124047,0.05,shap
255,0.09012186,0.05,shap
256,0.3971275,0.05,shap
257,0.32993114,0.05,shap
258,0.29768187,0.05,shap
259,0.42834485,0.05,shap
260,0.4508652,0.05,shap
261,0.4066256,0.05,shap
262,0.26327384,0.05,shap
263,0.3847313,0.05,shap
264,0.32313305,0.05,shap
265,0.26617885,0.05,shap
266,0.26544473,0.05,shap
267,0.43914545,0.05,shap
268,0.08043714,0.05,shap
269,0.33032018,0.05,shap
270,0.21133967,0.05,shap
271,0.43231648,0.05,shap
272,0.40860057,0.05,shap
273,0.37294403,0.05,shap
274,0.3488584,0.05,shap
275,0.17867817,0.05,shap
276,0.38698205,0.05,shap
277,0.31481957,0.05,shap
278,0.34629276,0.05,shap
279,0.26740563,0.05,shap
280,0.16316947,0.05,lime003
281,0.025345255,0.05,lime003
282,0.055870697,0.05,lime003
283,0.13750173,0.05,lime003
284,0.07413644,0.05,lime003
285,0.1952268,0.05,lime003
286,0.19009115,0.05,lime003
287,0.18907517,0.05,lime003
288,0.07614511,0.05,lime003
289,0.10387817,0.05,lime003
290,0.09613653,0.05,lime003
291,0.1329594,0.05,lime003
292,0.015329141,0.05,lime003
293,0.04174735,0.05,lime003
294,0.1188568,0.05,lime003
295,0.18284553,0.05,lime003
296,0.15601814,0.05,lime003
297,0.20618874,0.05,lime003
298,0.12762001,0.05,lime003
299,0.045702923,0.05,lime003
300,0.06680667,0.05,lime003
301,0.22453688,0.05,lime003
302,0.20223622,0.05,lime003
303,0.049753275,0.05,lime003
304,0.044801116,0.05,lime003
305,0.18485793,0.05,lime003
306,0.13882785,0.05,lime003
307,0.16500616,0.05,lime003
308,0.09807491,0.05,lime003
309,0.054243855,0.05,lime003
310,0.16426307,0.05,lime003
311,0.03476658,0.05,lime003
312,0.056728102,0.05,lime003
313,0.1215337,0.05,lime003
314,0.042809404,0.05,lime003
315,0.14727381,0.05,lime005
316,0.0247139,0.05,lime005
317,0.04953817,0.05,lime005
318,0.13298494,0.05,lime005
319,0.07139341,0.05,lime005
320,0.18656923,0.05,lime005
321,0.16474889,0.05,lime005
322,0.15879713,0.05,lime005
323,0.07881641,0.05,lime005
324,0.12591268,0.05,lime005
325,0.06322194,0.05,lime005
326,0.17079797,0.05,lime005
327,0.017587371,0.05,lime005
328,0.059931464,0.05,lime005
329,0.101449706,0.05,lime005
330,0.17962803,0.05,lime005
331,0.16067071,0.05,lime005
332,0.16826582,0.05,lime005
333,0.13001327,0.05,lime005
334,0.065443896,0.05,lime005
335,0.051326185,0.05,lime005
336,0.18299186,0.05,lime005
337,0.18900008,0.05,lime005
338,0.05823842,0.05,lime005
339,0.07805082,0.05,lime005
340,0.18419431,0.05,lime005
341,0.13123238,0.05,lime005
342,0.18029916,0.05,lime005
343,0.09526965,0.05,lime005
344,0.04823365,0.05,lime005
345,0.16051239,0.05,lime005
346,0.060882278,0.05,lime005
347,0.035210848,0.05,lime005
348,0.14242123,0.05,lime005
349,0.032206856,0.05,lime005
350,0.14722571,0.05,lime01
351,0.019544646,0.05,lime01
352,0.046937913,0.05,lime01
353,0.123226166,0.05,lime01
354,0.07468341,0.05,lime01
355,0.1798315,0.05,lime01
356,0.20627518,0.05,lime01
357,0.19209601,0.05,lime01
358,0.07306501,0.05,lime01
359,0.13089204,0.05,lime01
360,0.06317278,0.05,lime01
361,0.1712284,0.05,lime01
362,0.01259453,0.05,lime01
363,0.053127393,0.05,lime01
364,0.11160005,0.05,lime01
365,0.19137391,0.05,lime01
366,0.14784542,0.05,lime01
367,0.18905562,0.05,lime01
368,0.11285903,0.05,lime01
369,0.07482729,0.05,lime01
370,0.057393316,0.05,lime01
371,0.18139793,0.05,lime01
372,0.18447487,0.05,lime01
373,0.08386512,0.05,lime01
374,0.04576178,0.05,lime01
375,0.16089769,0.05,lime01
376,0.15241387,0.05,lime01
377,0.20668717,0.05,lime01
378,0.122791626,0.05,lime01
379,0.07881377,0.05,lime01
380,0.1769145,0.05,lime01
381,0.060013104,0.05,lime01
382,0.045182273,0.05,lime01
383,0.10079452,0.05,lime01
384,0.047327157,0.05,lime01
